#1
double profiles(8760,3)
7124400.0 0.572914 0.600000
7128000.0 0.629686 0.580000
7131600.0 0.637728 0.550000
7135200.0 0.597963 0.520000
7138800.0 0.512097 0.550000
7142400.0 0.383479 0.680000
7146000.0 0.220541 0.880000
7149600.0 0.052387 1.000000
7153200.0 0.000000 0.950000
7156800.0 0.000000 0.750000
7160400.0 0.000000 0.520000
7164000.0 0.000000 0.350000
7167600.0 0.000000 0.260000
7171200.0 0.000000 0.220000
7174800.0 0.000000 0.180000
7178400.0 0.000000 0.160000
7182000.0 0.000000 0.160000
7185600.0 0.000000 0.180000
7189200.0 0.000000 0.280000
7192800.0 0.000000 0.400000
7196400.0 0.004759 0.450000
7200000.0 0.142877 0.500000
7203600.0 0.319911 0.550000
7207200.0 0.468273 0.580000
7210800.0 0.572861 0.600000
7214400.0 0.629317 0.580000
7218000.0 0.637099 0.550000
7221600.0 0.597130 0.520000
7225200.0 0.511135 0.550000
7228800.0 0.382500 0.680000
7232400.0 0.219748 0.880000
7236000.0 0.052140 1.000000
7239600.0 0.000000 0.950000
7243200.0 0.000000 0.750000
7246800.0 0.000000 0.520000
7250400.0 0.000000 0.350000
7254000.0 0.000000 0.260000
7257600.0 0.000000 0.220000
7261200.0 0.000000 0.180000
7264800.0 0.000000 0.160000
7268400.0 0.000000 0.160000
7272000.0 0.000000 0.180000
7275600.0 0.000000 0.280000
7279200.0 0.000000 0.400000
7282800.0 0.005252 0.450000
7286400.0 0.144079 0.500000
7290000.0 0.320651 0.550000
7293600.0 0.468566 0.580000
7297200.0 0.572775 0.600000
7300800.0 0.628914 0.580000
7304400.0 0.636435 0.550000
7308000.0 0.596265 0.520000
7311600.0 0.510144 0.550000
7315200.0 0.381498 0.680000
7318800.0 0.218940 0.880000
7322400.0 0.051889 1.000000
7326000.0 0.000000 0.950000
7329600.0 0.000000 0.750000
7333200.0 0.000000 0.520000
7336800.0 0.000000 0.350000
7340400.0 0.000000 0.260000
7344000.0 0.000000 0.220000
7347600.0 0.000000 0.180000
7351200.0 0.000000 0.160000
7354800.0 0.000000 0.160000
7358400.0 0.000000 0.180000
7362000.0 0.000000 0.280000
7365600.0 0.000000 0.400000
7369200.0 0.005769 0.450000
7372800.0 0.145263 0.500000
7376400.0 0.321366 0.550000
7380000.0 0.468830 0.580000
7383600.0 0.572657 0.600000
7387200.0 0.628476 0.580000
7390800.0 0.635736 0.550000
7394400.0 0.595368 0.520000
7398000.0 0.509125 0.550000
7401600.0 0.380474 0.680000
7405200.0 0.218119 0.880000
7408800.0 0.051633 1.000000
7412400.0 0.000000 0.950000
7416000.0 0.000000 0.750000
7419600.0 0.000000 0.520000
7423200.0 0.000000 0.350000
7426800.0 0.000000 0.260000
7430400.0 0.000000 0.220000
7434000.0 0.000000 0.180000
7437600.0 0.000000 0.160000
7441200.0 0.000000 0.160000
7444800.0 0.000000 0.180000
7448400.0 0.000000 0.280000
7452000.0 0.000000 0.400000
7455600.0 0.006309 0.450000
7459200.0 0.146430 0.500000
7462800.0 0.322057 0.550000
7466400.0 0.469064 0.580000
7470000.0 0.572505 0.600000
7473600.0 0.628004 0.580000
7477200.0 0.635004 0.550000
7480800.0 0.594439 0.520000
7484400.0 0.508078 0.550000
7488000.0 0.379430 0.680000
7491600.0 0.217287 0.880000
7495200.0 0.051374 1.000000
7498800.0 0.000000 0.950000
7502400.0 0.000000 0.750000
7506000.0 0.000000 0.520000
7509600.0 0.000000 0.350000
7513200.0 0.000000 0.260000
7516800.0 0.000000 0.220000
7520400.0 0.000000 0.180000
7524000.0 0.000000 0.160000
7527600.0 0.000000 0.160000
7531200.0 0.000000 0.180000
7534800.0 0.000000 0.280000
7538400.0 0.000000 0.400000
7542000.0 0.006871 0.450000
7545600.0 0.147576 0.500000
7549200.0 0.322721 0.550000
7552800.0 0.469268 0.580000
7556400.0 0.572321 0.600000
7560000.0 0.627498 0.580000
7563600.0 0.634239 0.550000
7567200.0 0.593480 0.520000
7570800.0 0.507006 0.550000
7574400.0 0.378367 0.680000
7578000.0 0.216444 0.880000
7581600.0 0.051112 1.000000
7585200.0 0.000000 0.950000
7588800.0 0.000000 0.750000
7592400.0 0.000000 0.520000
7596000.0 0.000000 0.350000
7599600.0 0.000000 0.260000
7603200.0 0.000000 0.220000
7606800.0 0.000000 0.180000
7610400.0 0.000000 0.160000
7614000.0 0.000000 0.160000
7617600.0 0.000000 0.180000
7621200.0 0.000000 0.280000
7624800.0 0.000000 0.400000
7628400.0 0.007453 0.450000
7632000.0 0.148702 0.500000
7635600.0 0.323358 0.550000
7639200.0 0.469441 0.580000
7642800.0 0.572103 0.600000
7646400.0 0.626958 0.580000
7650000.0 0.633441 0.550000
7653600.0 0.592491 0.520000
7657200.0 0.505909 0.550000
7660800.0 0.377286 0.680000
7664400.0 0.215592 0.880000
7668000.0 0.050849 1.000000
7671600.0 0.000000 0.950000
7675200.0 0.000000 0.750000
7678800.0 0.000000 0.520000
7682400.0 0.000000 0.350000
7686000.0 0.000000 0.260000
7689600.0 0.000000 0.220000
7693200.0 0.000000 0.180000
7696800.0 0.000000 0.160000
7700400.0 0.000000 0.160000
7704000.0 0.000000 0.180000
7707600.0 0.000000 0.280000
7711200.0 0.000000 0.400000
7714800.0 0.008055 0.450000
7718400.0 0.149806 0.500000
7722000.0 0.323967 0.550000
7725600.0 0.469582 0.580000
7729200.0 0.571851 0.600000
7732800.0 0.626385 0.580000
7736400.0 0.632611 0.550000
7740000.0 0.591473 0.520000
7743600.0 0.504788 0.550000
7747200.0 0.376188 0.680000
7750800.0 0.214732 0.880000
7754400.0 0.050585 1.000000
7758000.0 0.000000 0.950000
7761600.0 0.000000 0.750000
7765200.0 0.000000 0.520000
7768800.0 0.000000 0.350000
7772400.0 0.000000 0.260000
7776000.0 0.000000 0.220000
7779600.0 0.000000 0.180000
7783200.0 0.000000 0.160000
7786800.0 0.000000 0.160000
7790400.0 0.000000 0.180000
7794000.0 0.000000 0.280000
7797600.0 0.000000 0.400000
7801200.0 0.008674 0.450000
7804800.0 0.150886 0.500000
7808400.0 0.324548 0.550000
7812000.0 0.469691 0.580000
7815600.0 0.571566 0.600000
7819200.0 0.625777 0.580000
7822800.0 0.631750 0.550000
7826400.0 0.590428 0.520000
7830000.0 0.503645 0.550000
7833600.0 0.375075 0.680000
7837200.0 0.213865 0.880000
7840800.0 0.050322 1.000000
7844400.0 0.000000 0.950000
7848000.0 0.000000 0.750000
7851600.0 0.000000 0.520000
7855200.0 0.000000 0.350000
7858800.0 0.000000 0.260000
7862400.0 0.000000 0.220000
7866000.0 0.000000 0.180000
7869600.0 0.000000 0.160000
7873200.0 0.000000 0.160000
7876800.0 0.000000 0.180000
7880400.0 0.000000 0.280000
7884000.0 0.000000 0.400000
7887600.0 0.009552 0.450000
7891200.0 0.155951 0.500000
7894800.0 0.333769 0.550000
7898400.0 0.482486 0.580000
7902000.0 0.586952 0.600000
7905600.0 0.642559 0.580000
7909200.0 0.648618 0.550000
7912800.0 0.606045 0.520000
7916400.0 0.516728 0.550000
7920000.0 0.384521 0.680000
7923600.0 0.218987 0.880000
7927200.0 0.051464 1.000000
7930800.0 0.000000 0.950000
7934400.0 0.000000 0.750000
7938000.0 0.000000 0.520000
7941600.0 0.000000 0.350000
7945200.0 0.000000 0.260000
7948800.0 0.000000 0.220000
7952400.0 0.000000 0.180000
7956000.0 0.000000 0.160000
7959600.0 0.000000 0.160000
7963200.0 0.000000 0.180000
7966800.0 0.000000 0.280000
7970400.0 0.000000 0.400000
7974000.0 0.010218 0.450000
7977600.0 0.157014 0.500000
7981200.0 0.334309 0.550000
7984800.0 0.482536 0.580000
7988400.0 0.586596 0.600000
7992000.0 0.641872 0.580000
7995600.0 0.647675 0.550000
7999200.0 0.604921 0.520000
8002800.0 0.515515 0.550000
8006400.0 0.383355 0.680000
8010000.0 0.218092 0.880000
8013600.0 0.051198 1.000000
8017200.0 0.000000 0.950000
8020800.0 0.000000 0.750000
8024400.0 0.000000 0.520000
8028000.0 0.000000 0.350000
8031600.0 0.000000 0.260000
8035200.0 0.000000 0.220000
8038800.0 0.000000 0.180000
8042400.0 0.000000 0.160000
8046000.0 0.000000 0.160000
8049600.0 0.000000 0.180000
8053200.0 0.000000 0.280000
8056800.0 0.000000 0.400000
8060400.0 0.010897 0.450000
8064000.0 0.158050 0.500000
8067600.0 0.334818 0.550000
8071200.0 0.482553 0.580000
8074800.0 0.586205 0.600000
8078400.0 0.641153 0.580000
8082000.0 0.646701 0.550000
8085600.0 0.603770 0.520000
8089200.0 0.514282 0.550000
8092800.0 0.382176 0.680000
8096400.0 0.217193 0.880000
8100000.0 0.050934 1.000000
8103600.0 0.000000 0.950000
8107200.0 0.000000 0.750000
8110800.0 0.000000 0.520000
8114400.0 0.000000 0.350000
8118000.0 0.000000 0.260000
8121600.0 0.000000 0.220000
8125200.0 0.000000 0.180000
8128800.0 0.000000 0.160000
8132400.0 0.000000 0.160000
8136000.0 0.000000 0.180000
8139600.0 0.000000 0.280000
8143200.0 0.000000 0.400000
8146800.0 0.011587 0.450000
8150400.0 0.159058 0.500000
8154000.0 0.335294 0.550000
8157600.0 0.482536 0.580000
8161200.0 0.585779 0.600000
8164800.0 0.640400 0.580000
8168400.0 0.645698 0.550000
8172000.0 0.602594 0.520000
8175600.0 0.513031 0.550000
8179200.0 0.380987 0.680000
8182800.0 0.216292 0.880000
8186400.0 0.050674 1.000000
8190000.0 0.000000 0.950000
8193600.0 0.000000 0.750000
8197200.0 0.000000 0.520000
8200800.0 0.000000 0.350000
8204400.0 0.000000 0.260000
8208000.0 0.000000 0.220000
8211600.0 0.000000 0.180000
8215200.0 0.000000 0.160000
8218800.0 0.000000 0.160000
8222400.0 0.000000 0.180000
8226000.0 0.000000 0.280000
8229600.0 0.000000 0.400000
8233200.0 0.012286 0.450000
8236800.0 0.160038 0.500000
8240400.0 0.335737 0.550000
8244000.0 0.482484 0.580000
8247600.0 0.585320 0.600000
8251200.0 0.639616 0.580000
8254800.0 0.644666 0.550000
8258400.0 0.601395 0.520000
8262000.0 0.511761 0.550000
8265600.0 0.379787 0.680000
8269200.0 0.215390 0.880000
8272800.0 0.050416 1.000000
8276400.0 0.000000 0.950000
8280000.0 0.000000 0.750000
8283600.0 0.000000 0.520000
8287200.0 0.000000 0.350000
8290800.0 0.000000 0.260000
8294400.0 0.000000 0.220000
8298000.0 0.000000 0.180000
8301600.0 0.000000 0.160000
8305200.0 0.000000 0.160000
8308800.0 0.000000 0.180000
8312400.0 0.000000 0.280000
8316000.0 0.000000 0.400000
8319600.0 0.012993 0.450000
8323200.0 0.160989 0.500000
8326800.0 0.336147 0.550000
8330400.0 0.482398 0.580000
8334000.0 0.584826 0.600000
8337600.0 0.638799 0.580000
8341200.0 0.643605 0.550000
8344800.0 0.600172 0.520000
8348400.0 0.510476 0.550000
8352000.0 0.378580 0.680000
8355600.0 0.214488 0.880000
8359200.0 0.050163 1.000000
8362800.0 0.000000 0.950000
8366400.0 0.000000 0.750000
8370000.0 0.000000 0.520000
8373600.0 0.000000 0.350000
8377200.0 0.000000 0.260000
8380800.0 0.000000 0.220000
8384400.0 0.000000 0.180000
8388000.0 0.000000 0.160000
8391600.0 0.000000 0.160000
8395200.0 0.000000 0.180000
8398800.0 0.000000 0.280000
8402400.0 0.000000 0.400000
8406000.0 0.013706 0.450000
8409600.0 0.161911 0.500000
8413200.0 0.336524 0.550000
8416800.0 0.482277 0.580000
8420400.0 0.584299 0.600000
8424000.0 0.637952 0.580000
8427600.0 0.642517 0.550000
8431200.0 0.598927 0.520000
8434800.0 0.509175 0.550000
8438400.0 0.377365 0.680000
8442000.0 0.213587 0.880000
8445600.0 0.049914 1.000000
8449200.0 0.000000 0.950000
8452800.0 0.000000 0.750000
8456400.0 0.000000 0.520000
8460000.0 0.000000 0.350000
8463600.0 0.000000 0.260000
8467200.0 0.000000 0.220000
8470800.0 0.000000 0.180000
8474400.0 0.000000 0.160000
8478000.0 0.000000 0.160000
8481600.0 0.000000 0.180000
8485200.0 0.000000 0.280000
8488800.0 0.000000 0.400000
8492400.0 0.014423 0.450000
8496000.0 0.162802 0.500000
8499600.0 0.336868 0.550000
8503200.0 0.482122 0.580000
8506800.0 0.583739 0.600000
8510400.0 0.637074 0.580000
8514000.0 0.641403 0.550000
8517600.0 0.597662 0.520000
8521200.0 0.507859 0.550000
8524800.0 0.376144 0.680000
8528400.0 0.212688 0.880000
8532000.0 0.049671 1.000000
8535600.0 0.000000 0.950000
8539200.0 0.000000 0.750000
8542800.0 0.000000 0.520000
8546400.0 0.000000 0.350000
8550000.0 0.000000 0.260000
8553600.0 0.000000 0.220000
8557200.0 0.000000 0.180000
8560800.0 0.000000 0.160000
8564400.0 0.000000 0.160000
8568000.0 0.000000 0.180000
8571600.0 0.000000 0.280000
8575200.0 0.000000 0.400000
8578800.0 0.015143 0.450000
8582400.0 0.163663 0.500000
8586000.0 0.337177 0.550000
8589600.0 0.481934 0.580000
8593200.0 0.583147 0.600000
8596800.0 0.636166 0.580000
8600400.0 0.640263 0.550000
8604000.0 0.596376 0.520000
8607600.0 0.506531 0.550000
8611200.0 0.374917 0.680000
8614800.0 0.211791 0.880000
8618400.0 0.049432 1.000000
8622000.0 0.000000 0.950000
8625600.0 0.000000 0.750000
8629200.0 0.000000 0.520000
8632800.0 0.000000 0.350000
8636400.0 0.000000 0.260000
8640000.0 0.000000 0.220000
8643600.0 0.000000 0.180000
8647200.0 0.000000 0.160000
8650800.0 0.000000 0.160000
8654400.0 0.000000 0.180000
8658000.0 0.000000 0.280000
8661600.0 0.000000 0.400000
8665200.0 0.015864 0.450000
8668800.0 0.164492 0.500000
8672400.0 0.337453 0.550000
8676000.0 0.481711 0.580000
8679600.0 0.582522 0.600000
8683200.0 0.635229 0.580000
8686800.0 0.639099 0.550000
8690400.0 0.595071 0.520000
8694000.0 0.505190 0.550000
8697600.0 0.373686 0.680000
8701200.0 0.210898 0.880000
8704800.0 0.049199 1.000000
8708400.0 0.000000 0.950000
8712000.0 0.000000 0.750000
8715600.0 0.000000 0.520000
8719200.0 0.000000 0.350000
8722800.0 0.000000 0.260000
8726400.0 0.000000 0.220000
8730000.0 0.000000 0.180000
8733600.0 0.000000 0.160000
8737200.0 0.000000 0.160000
8740800.0 0.000000 0.180000
8744400.0 0.000000 0.280000
8748000.0 0.000000 0.400000
8751600.0 0.016584 0.450000
8755200.0 0.165290 0.500000
8758800.0 0.337695 0.550000
8762400.0 0.481455 0.580000
8766000.0 0.581866 0.600000
8769600.0 0.634263 0.580000
8773200.0 0.637910 0.550000
8776800.0 0.593748 0.520000
8780400.0 0.503838 0.550000
8784000.0 0.372452 0.680000
8787600.0 0.210009 0.880000
8791200.0 0.048972 1.000000
8794800.0 0.000000 0.950000
8798400.0 0.000000 0.750000
8802000.0 0.000000 0.520000
8805600.0 0.000000 0.350000
8809200.0 0.000000 0.260000
8812800.0 0.000000 0.220000
8816400.0 0.000000 0.180000
8820000.0 0.000000 0.160000
8823600.0 0.000000 0.160000
8827200.0 0.000000 0.180000
8830800.0 0.000000 0.280000
8834400.0 0.000000 0.400000
8838000.0 0.017303 0.450000
8841600.0 0.166057 0.500000
8845200.0 0.337903 0.550000
8848800.0 0.481166 0.580000
8852400.0 0.581178 0.600000
8856000.0 0.633271 0.580000
8859600.0 0.636699 0.550000
8863200.0 0.592409 0.520000
8866800.0 0.502477 0.550000
8870400.0 0.371216 0.680000
8874000.0 0.209125 0.880000
8877600.0 0.048751 1.000000
8881200.0 0.000000 0.950000
8884800.0 0.000000 0.750000
8888400.0 0.000000 0.520000
8892000.0 0.000000 0.350000
8895600.0 0.000000 0.260000
8899200.0 0.000000 0.220000
8902800.0 0.000000 0.180000
8906400.0 0.000000 0.160000
8910000.0 0.000000 0.160000
8913600.0 0.000000 0.180000
8917200.0 0.000000 0.280000
8920800.0 0.000000 0.400000
8924400.0 0.018018 0.450000
8928000.0 0.166791 0.500000
8931600.0 0.338077 0.550000
8935200.0 0.480843 0.580000
8938800.0 0.580460 0.600000
8942400.0 0.632251 0.580000
8946000.0 0.635467 0.550000
8949600.0 0.591053 0.520000
8953200.0 0.501106 0.550000
8956800.0 0.369979 0.680000
8960400.0 0.208247 0.880000
8964000.0 0.048538 1.000000
8967600.0 0.000000 0.950000
8971200.0 0.000000 0.750000
8974800.0 0.000000 0.520000
8978400.0 0.000000 0.350000
8982000.0 0.000000 0.260000
8985600.0 0.000000 0.220000
8989200.0 0.000000 0.180000
8992800.0 0.000000 0.160000
8996400.0 0.000000 0.160000
9000000.0 0.000000 0.180000
9003600.0 0.000000 0.280000
9007200.0 0.000000 0.400000
9010800.0 0.018729 0.450000
9014400.0 0.167493 0.500000
9018000.0 0.338218 0.550000
9021600.0 0.480488 0.580000
9025200.0 0.579712 0.600000
9028800.0 0.631206 0.580000
9032400.0 0.634213 0.550000
9036000.0 0.589683 0.520000
9039600.0 0.499728 0.550000
9043200.0 0.368741 0.680000
9046800.0 0.207376 0.880000
9050400.0 0.048331 1.000000
9054000.0 0.000000 0.950000
9057600.0 0.000000 0.750000
9061200.0 0.000000 0.520000
9064800.0 0.000000 0.350000
9068400.0 0.000000 0.260000
9072000.0 0.000000 0.220000
9075600.0 0.000000 0.180000
9079200.0 0.000000 0.160000
9082800.0 0.000000 0.160000
9086400.0 0.000000 0.180000
9090000.0 0.000000 0.280000
9093600.0 0.000000 0.400000
9097200.0 0.019433 0.450000
9100800.0 0.168163 0.500000
9104400.0 0.338324 0.550000
9108000.0 0.480101 0.580000
9111600.0 0.578934 0.600000
9115200.0 0.630135 0.580000
9118800.0 0.632939 0.550000
9122400.0 0.588299 0.520000
9126000.0 0.498344 0.550000
9129600.0 0.367505 0.680000
9133200.0 0.206513 0.880000
9136800.0 0.048131 1.000000
9140400.0 0.000000 0.950000
9144000.0 0.000000 0.750000
9147600.0 0.000000 0.520000
9151200.0 0.000000 0.350000
9154800.0 0.000000 0.260000
9158400.0 0.000000 0.220000
9162000.0 0.000000 0.180000
9165600.0 0.000000 0.160000
9169200.0 0.000000 0.160000
9172800.0 0.000000 0.180000
9176400.0 0.000000 0.280000
9180000.0 0.000000 0.400000
9183600.0 0.020259 0.450000
9187200.0 0.169209 0.500000
9190800.0 0.338923 0.550000
9194400.0 0.480250 0.580000
9198000.0 0.578709 0.600000
9201600.0 0.629621 0.580000
9205200.0 0.632225 0.550000
9208800.0 0.587475 0.520000
9212400.0 0.497513 0.550000
9216000.0 0.366796 0.680000
9219600.0 0.206093 0.880000
9223200.0 0.048152 1.000000
9226800.0 0.000000 0.950000
9230400.0 0.000000 0.750000
9234000.0 0.000000 0.520000
9237600.0 0.000000 0.350000
9241200.0 0.000000 0.260000
9244800.0 0.000000 0.220000
9248400.0 0.000000 0.180000
9252000.0 0.000000 0.160000
9255600.0 0.000000 0.160000
9259200.0 0.000000 0.180000
9262800.0 0.000000 0.280000
9266400.0 0.000000 0.400000
9270000.0 0.021080 0.450000
9273600.0 0.170219 0.500000
9277200.0 0.339484 0.550000
9280800.0 0.480364 0.580000
9284400.0 0.578452 0.600000
9288000.0 0.629081 0.580000
9291600.0 0.631490 0.550000
9295200.0 0.586637 0.520000
9298800.0 0.496675 0.550000
9302400.0 0.366086 0.680000
9306000.0 0.205678 0.880000
9309600.0 0.048179 1.000000
9313200.0 0.000000 0.950000
9316800.0 0.000000 0.750000
9320400.0 0.000000 0.520000
9324000.0 0.000000 0.350000
9327600.0 0.000000 0.260000
9331200.0 0.000000 0.220000
9334800.0 0.000000 0.180000
9338400.0 0.000000 0.160000
9342000.0 0.000000 0.160000
9345600.0 0.000000 0.180000
9349200.0 0.000000 0.280000
9352800.0 0.000000 0.400000
9356400.0 0.021896 0.450000
9360000.0 0.171193 0.500000
9363600.0 0.340008 0.550000
9367200.0 0.480443 0.580000
9370800.0 0.578164 0.600000
9374400.0 0.628515 0.580000
9378000.0 0.630735 0.550000
9381600.0 0.585785 0.520000
9385200.0 0.495830 0.550000
9388800.0 0.365376 0.680000
9392400.0 0.205268 0.880000
9396000.0 0.048210 1.000000
9399600.0 0.000000 0.950000
9403200.0 0.000000 0.750000
9406800.0 0.000000 0.520000
9410400.0 0.000000 0.350000
9414000.0 0.000000 0.260000
9417600.0 0.000000 0.220000
9421200.0 0.000000 0.180000
9424800.0 0.000000 0.160000
9428400.0 0.000000 0.160000
9432000.0 0.000000 0.180000
9435600.0 0.000000 0.280000
9439200.0 0.000000 0.400000
9442800.0 0.022703 0.450000
9446400.0 0.172130 0.500000
9450000.0 0.340494 0.550000
9453600.0 0.480487 0.580000
9457200.0 0.577846 0.600000
9460800.0 0.627924 0.580000
9464400.0 0.629961 0.550000
9468000.0 0.584921 0.520000
9471600.0 0.494981 0.550000
9475200.0 0.364668 0.680000
9478800.0 0.204864 0.880000
9482400.0 0.048249 1.000000
9486000.0 0.000000 0.950000
9489600.0 0.000000 0.750000
9493200.0 0.000000 0.520000
9496800.0 0.000000 0.350000
9500400.0 0.000000 0.260000
9504000.0 0.000000 0.220000
9507600.0 0.000000 0.180000
9511200.0 0.000000 0.160000
9514800.0 0.000000 0.160000
9518400.0 0.000000 0.180000
9522000.0 0.000000 0.280000
9525600.0 0.000000 0.400000
9529200.0 0.023502 0.450000
9532800.0 0.173030 0.500000
9536400.0 0.340942 0.550000
9540000.0 0.480497 0.580000
9543600.0 0.577499 0.600000
9547200.0 0.627310 0.580000
9550800.0 0.629170 0.550000
9554400.0 0.584047 0.520000
9558000.0 0.494127 0.550000
9561600.0 0.363962 0.680000
9565200.0 0.204468 0.880000
9568800.0 0.048293 1.000000
9572400.0 0.000000 0.950000
9576000.0 0.000000 0.750000
9579600.0 0.000000 0.520000
9583200.0 0.000000 0.350000
9586800.0 0.000000 0.260000
9590400.0 0.000000 0.220000
9594000.0 0.000000 0.180000
9597600.0 0.000000 0.160000
9601200.0 0.000000 0.160000
9604800.0 0.000000 0.180000
9608400.0 0.000000 0.280000
9612000.0 0.000000 0.400000
9615600.0 0.024290 0.450000
9619200.0 0.173893 0.500000
9622800.0 0.341353 0.550000
9626400.0 0.480474 0.580000
9630000.0 0.577123 0.600000
9633600.0 0.626673 0.580000
9637200.0 0.628363 0.550000
9640800.0 0.583163 0.520000
9644400.0 0.493272 0.550000
9648000.0 0.363261 0.680000
9651600.0 0.204080 0.880000
9655200.0 0.048346 1.000000
9658800.0 0.000000 0.950000
9662400.0 0.000000 0.750000
9666000.0 0.000000 0.520000
9669600.0 0.000000 0.350000
9673200.0 0.000000 0.260000
9676800.0 0.000000 0.220000
9680400.0 0.000000 0.180000
9684000.0 0.000000 0.160000
9687600.0 0.000000 0.160000
9691200.0 0.000000 0.180000
9694800.0 0.000000 0.280000
9698400.0 0.000000 0.400000
9702000.0 0.025067 0.450000
9705600.0 0.174717 0.500000
9709200.0 0.341727 0.550000
9712800.0 0.480417 0.580000
9716400.0 0.576719 0.600000
9720000.0 0.626014 0.580000
9723600.0 0.627541 0.550000
9727200.0 0.582272 0.520000
9730800.0 0.492415 0.550000
9734400.0 0.362565 0.680000
9738000.0 0.203702 0.880000
9741600.0 0.048405 1.000000
9745200.0 0.000000 0.950000
9748800.0 0.000000 0.750000
9752400.0 0.000000 0.520000
9756000.0 0.000000 0.350000
9759600.0 0.000000 0.260000
9763200.0 0.000000 0.220000
9766800.0 0.000000 0.180000
9770400.0 0.000000 0.160000
9774000.0 0.000000 0.160000
9777600.0 0.000000 0.180000
9781200.0 0.000000 0.280000
9784800.0 0.000000 0.400000
9788400.0 0.025830 0.450000
9792000.0 0.175504 0.500000
9795600.0 0.342063 0.550000
9799200.0 0.480327 0.580000
9802800.0 0.576289 0.600000
9806400.0 0.625335 0.580000
9810000.0 0.626706 0.550000
9813600.0 0.581373 0.520000
9817200.0 0.491558 0.550000
9820800.0 0.361875 0.680000
9824400.0 0.203334 0.880000
9828000.0 0.048473 1.000000
9831600.0 0.000000 0.950000
9835200.0 0.000000 0.750000
9838800.0 0.000000 0.520000
9842400.0 0.000000 0.350000
9846000.0 0.000000 0.260000
9849600.0 0.000000 0.220000
9853200.0 0.000000 0.180000
9856800.0 0.000000 0.160000
9860400.0 0.000000 0.160000
9864000.0 0.000000 0.180000
9867600.0 0.000000 0.280000
9871200.0 0.000000 0.400000
9874800.0 0.026578 0.450000
9878400.0 0.176253 0.500000
9882000.0 0.342362 0.550000
9885600.0 0.480205 0.580000
9889200.0 0.575832 0.600000
9892800.0 0.624636 0.580000
9896400.0 0.625857 0.550000
9900000.0 0.580469 0.520000
9903600.0 0.490702 0.550000
9907200.0 0.361193 0.680000
9910800.0 0.202978 0.880000
9914400.0 0.048549 1.000000
9918000.0 0.000000 0.950000
9921600.0 0.000000 0.750000
9925200.0 0.000000 0.520000
9928800.0 0.000000 0.350000
9932400.0 0.000000 0.260000
9936000.0 0.000000 0.220000
9939600.0 0.000000 0.180000
9943200.0 0.000000 0.160000
9946800.0 0.000000 0.160000
9950400.0 0.000000 0.180000
9954000.0 0.000000 0.280000
9957600.0 0.000000 0.400000
9961200.0 0.027310 0.450000
9964800.0 0.176964 0.500000
9968400.0 0.342625 0.550000
9972000.0 0.480051 0.580000
9975600.0 0.575349 0.600000
9979200.0 0.623919 0.580000
9982800.0 0.624997 0.550000
9986400.0 0.579561 0.520000
9990000.0 0.489850 0.550000
9993600.0 0.360519 0.680000
9997200.0 0.202633 0.880000
10000800.0 0.048635 1.000000
10004400.0 0.000000 0.950000
10008000.0 0.000000 0.750000
10011600.0 0.000000 0.520000
10015200.0 0.000000 0.350000
10018800.0 0.000000 0.260000
10022400.0 0.000000 0.220000
10026000.0 0.000000 0.180000
10029600.0 0.000000 0.160000
10033200.0 0.000000 0.160000
10036800.0 0.000000 0.180000
10040400.0 0.000000 0.280000
10044000.0 0.000000 0.400000
10047600.0 0.028026 0.450000
10051200.0 0.177636 0.500000
10054800.0 0.342851 0.550000
10058400.0 0.479867 0.580000
10062000.0 0.574842 0.600000
10065600.0 0.623184 0.580000
10069200.0 0.624127 0.550000
10072800.0 0.578650 0.520000
10076400.0 0.489001 0.550000
10080000.0 0.359856 0.680000
10083600.0 0.202302 0.880000
10087200.0 0.048729 1.000000
10090800.0 0.000000 0.950000
10094400.0 0.000000 0.750000
10098000.0 0.000000 0.520000
10101600.0 0.000000 0.350000
10105200.0 0.000000 0.260000
10108800.0 0.000000 0.220000
10112400.0 0.000000 0.180000
10116000.0 0.000000 0.160000
10119600.0 0.000000 0.160000
10123200.0 0.000000 0.180000
10126800.0 0.000000 0.280000
10130400.0 0.000000 0.400000
10134000.0 0.028723 0.450000
10137600.0 0.178269 0.500000
10141200.0 0.343040 0.550000
10144800.0 0.479651 0.580000
10148400.0 0.574312 0.600000
10152000.0 0.622433 0.580000
10155600.0 0.623248 0.550000
10159200.0 0.577737 0.520000
10162800.0 0.488158 0.550000
10166400.0 0.359204 0.680000
10170000.0 0.201985 0.880000
10173600.0 0.048834 1.000000
10177200.0 0.000000 0.950000
10180800.0 0.000000 0.750000
10184400.0 0.000000 0.520000
10188000.0 0.000000 0.350000
10191600.0 0.000000 0.260000
10195200.0 0.000000 0.220000
10198800.0 0.000000 0.180000
10202400.0 0.000000 0.160000
10206000.0 0.000000 0.160000
10209600.0 0.000000 0.180000
10213200.0 0.000000 0.280000
10216800.0 0.000000 0.400000
10220400.0 0.029401 0.450000
10224000.0 0.178864 0.500000
10227600.0 0.343194 0.550000
10231200.0 0.479406 0.580000
10234800.0 0.573758 0.600000
10238400.0 0.621666 0.580000
10242000.0 0.622361 0.550000
10245600.0 0.576824 0.520000
10249200.0 0.487322 0.550000
10252800.0 0.358564 0.680000
10256400.0 0.201683 0.880000
10260000.0 0.048949 1.000000
10263600.0 0.000000 0.950000
10267200.0 0.000000 0.750000
